Warehouse_ID,Warehouse_Location,Product_ID,Initial_Inventory,Remaining_Inventory,Date
W005,Ahmedabad,P005,103791,103224,30-04-2023
W006,Jaipur,P005,93840,93355,30-04-2023
W004,Mumbai,P006,58505,56683,30-04-2023
W005,Ahmedabad,P006,89489,88494,30-04-2023
W006,Jaipur,P006,100504,99574,30-04-2023
W004,Mumbai,P001,58672,56678,01-05-2023
W005,Ahmedabad,P001,98217,97692,01-05-2023
W006,Jaipur,P001,100649,99375,01-05-2023
W004,Mumbai,P002,52862,51597,01-05-2023
W005,Ahmedabad,P002,104020,102394,01-05-2023
W006,Jaipur,P002,106433,106214,01-05-2023
W004,Mumbai,P003,49868,49359,01-05-2023
W005,Ahmedabad,P003,103067,102607,01_05_2023
W006,Jaipur,P003,101878,100799,01-05-2023
W004,Mumbai,P004,56460,55121,01-05-2023
W005,Ahmedabad,P004,100969,98849,01-05-2023
W006,Jaipur,P004,99116,97775,01-05-2023
W004,Mumbai,P005,59053,57295,01-05-2023
W005,Ahmedabad,P005,104882,104678,01-05-2023
W006,Jaipur,P005,95013,93227,01-05-2023
W004,Mumbai,P006,57808,56763,01-05-2023
W005,Ahmedabad,P006,89619,89365,01-05-2023
W006,Jaipur,P006,100699,99395,01-05-2023
W004,Mumbai,P001,57755,56645,02-05-2023
W005,Ahmedabad,P001,98768,98511,02-05-2023
W006,Jaipur,P001,100451,99424,02-05-2023
W004,Mumbai,P002,53033,51855,02-05-2023
W005,Ahmedabad,P002,103830,103368,02_05_2023
W006,Jaipur,P002,107650,107170,02-05-2023
W004,Mumbai,P003,50982,49426,02-05-2023
W005,Ahmedabad,P003,104229,103012,02-05-2023
W006,Jaipur,P003,102421,101649,02-05-2023
W004,Mumbai,P004,56699,53144,02-05-2023
W005,Ahmedabad,P004,100427,99342,02-05-2023
W006,Jaipur,P004,99353,98089,02-05-2023
W004,Mumbai,P005,58725,56717,02-05-2023
W005,Ahmedabad,P005,106108,105899,02-05-2023
W006,Jaipur,P005,94657,94162,02-05-2023
W004,Mumbai,P006,58168,56959,02-05-2023
W005,Ahmedabad,P006,90769,89994,02-05-2023
W006,Jaipur,P006,100799,99455,02-05-2023
W004,Mumbai,P001,57682,56166,03-05-2023
W005,Ahmedabad,P001,99548,98565,03-05-2023
W006,Jaipur,P001,100460,99437,03-05-2023
W004,Mumbai,P002,52911,51367,03-05-2023
W005,Ahmedabad,P002,104424,103784,03-05-2023
W006,Jaipur,P002,108225,107768,03-05-2023
W004,Mumbai,P003,50722,49236,03-05-2023
W005,Ahmedabad,P003,104308,104308,03-05-2023
W006,Jaipur,P003,102944,101729,03-05-2023
W004,Mumbai,P004,54571,52801,03-05-2023
W005,Ahmedabad,P004,100769,99812,03-05-2023
W006,Jaipur,P004,99515,99247,03-05-2023
W004,Mumbai,P005,57847,56876,03-05-2023
W005,Ahmedabad,P005,107029,105992,03-05-2023
W006,Jaipur,P005,95291,94022,03-05-2023
W004,Mumbai,P006,58232,56993,03-05-2023
W005,Ahmedabad,P006,91267,90715,03-05-2023
W006,Jaipur,P006,100728,99479,03-05-2023
W004,Mumbai,P001,57638,56389,04-05-2023
W005,Ahmedabad,P001,100037,98838,04-05-2023
W006,Jaipur,P001,100908,100402,04-05-2023
W004,Mumbai,P002,52967,49585,04-05-2023
W005,Ahmedabad,P002,105384,104904,04-05-2023
W006,Jaipur,P002,109368,109159,04-05-2023
W004,Mumbai,P003,50686,48610,04-05-2023
W005,Ahmedabad,P003,105758,105017,04-05-2023
W006,Jaipur,P003,103179,102669,04 05 2023
W004,Mumbai,P004,54009,53104,04-05-2023
W005,Ahmedabad,P004,101019,99859,04-05-2023
W006,Jaipur,P004,100454,100454,04-05-2023
W004,Mumbai,P005,58038,56414,04-05-2023
W005,Ahmedabad,P005,107153,106913,04-05-2023
W006,Jaipur,P005,95183,94423,04-05-2023
W004,Mumbai,P006,58075,56894,04-05-2023
W005,Ahmedabad,P006,91797,91537,04-05-2023
W006,Jaipur,P006,100560,100291,04-05-2023
W004,Mumbai,P001,57595,56122,05-05-2023
W005,Ahmedabad,P001,100043,99234,05-05-2023
W006,Jaipur,P001,101607,101164,05-05-2023
W004,Mumbai,P002,50957,48663,05-05-2023
W005,Ahmedabad,P002,106276,105747,05-05-2023
W006,Jaipur,P002,110531,110030,05-05-2023
W004,Mumbai,P003,49955,47681,05-05-2023
W005,Ahmedabad,P003,106361,106104,05-05-2023
W006,Jaipur,P003,104013,102984,05-05-2023
W004,Mumbai,P004,54150,52663,05-05-2023
W005,Ahmedabad,P004,100905,100464,05-05-2023
W006,Jaipur,P004,101500,100485,05-05-2023
W004,Mumbai,P005,57909,54288,05-05-2023
W005,Ahmedabad,P005,108407,107359,05-05-2023
W006,Jaipur,P005,95917,95438,05-05-2023
W004,Mumbai,P006,58395,57463,05-05-2023
W005,Ahmedabad,P006,93038,92256,05-05-2023
W006,Jaipur,P006,101792,100700,05-05-2023
W004,Mumbai,P001,57350,55586,06-05-2023
W005,Ahmedabad,P001,100462,99440,06-05-2023
W006,Jaipur,P001,102391,101882,06-05-2023
W004,Mumbai,P002,49867,48304,06-05-2023
W005,Ahmedabad,P002,106951,106064,06 05 2023
W006,Jaipur,P002,111234,109586,06-05-2023
W004,Mumbai,P003,49219,46729,06-05-2023
W005,Ahmedabad,P003,107641,106926,06-05-2023
W006,Jaipur,P003,104521,104257,06-05-2023
W004,Mumbai,P004,53703,52934,06-05-2023
W005,Ahmedabad,P004,101503,100384,06-05-2023
W006,Jaipur,P004,101524,100968,06-05-2023
W004,Mumbai,P005,55908,53009,06-05-2023
W005,Ahmedabad,P005,108979,107697,06-05-2023
W006,Jaipur,P005,97058,97058,06-05-2023
W004,Mumbai,P006,59057,56275,06-05-2023
W005,Ahmedabad,P006,93849,93621,06-05-2023
W006,Jaipur,P006,102293,101535,06-05-2023
W004,Mumbai,P001,57005,55180,07-05-2023
W005,Ahmedabad,P001,100859,100334,07-05-2023
W006,Jaipur,P001,103300,102308,07-05-2023
W004,Mumbai,P002,49658,49218,07-05-2023
W005,Ahmedabad,P002,107418,106101,07-05-2023
W006,Jaipur,P002,110939,110143,07-05-2023
W004,Mumbai,P003,48161,46671,07-05-2023
W005,Ahmedabad,P003,108357,107645,07-05-2023
W006,Jaipur,P003,105688,105134,07-05-2023
W004,Mumbai,P004,54386,52569,07 05 2023
W005,Ahmedabad,P004,101836,100314,07-05-2023
W006,Jaipur,P004,102419,101982,07-05-2023
W004,Mumbai,P005,54106,51883,07-05-2023
W005,Ahmedabad,P005,108793,106765,07-05-2023
W006,Jaipur,P005,98154,96410,07-05-2023
W004,Mumbai,P006,57624,55702,07-05-2023
W005,Ahmedabad,P006,94969,94060,07-05-2023
W006,Jaipur,P006,102883,102345,07-05-2023
W004,Mumbai,P001,56662,55376,08-05-2023
W005,Ahmedabad,P001,101816,101299,08-05-2023
W006,Jaipur,P001,103789,102774,08-05-2023
W004,Mumbai,P002,50764,47931,08-05-2023
W005,Ahmedabad,P002,107647,106860,08-05-2023
W006,Jaipur,P002,111688,110655,08-05-2023
W004,Mumbai,P003,48153,46918,08-05-2023
W005,Ahmedabad,P003,109126,108458,08-05-2023
W006,Jaipur,P003,106615,105635,08-05-2023
W004,Mumbai,P004,54084,53455,08-05-2023
W005,Ahmedabad,P004,101828,100913,08-05-2023
W006,Jaipur,P004,103496,102792,08-05-2023
W004,Mumbai,P005,52948,51815,08-05-2023
W005,Ahmedabad,P005,107829,107383,08-05-2023
W006,Jaipur,P005,97474,96449,08-05-2023
W004,Mumbai,P006,56733,56173,08-05-2023
W005,Ahmedabad,P006,95091,93733,08-05-2023
W006,Jaipur,P006,103376,102592,08-05-2023
W004,Mumbai,P001,56530,55474,09-05-2023
W005,Ahmedabad,P001,102452,101459,09-05-2023
W006,Jaipur,P001,103927,103408,09-05-2023
W004,Mumbai,P002,49321,48592,09-05-2023
W005,Ahmedabad,P002,108250,108042,09-05-2023
W006,Jaipur,P002,112045,111399,09-05-2023
W004,Mumbai,P003,48069,47323,09-05-2023
W005,Ahmedabad,P003,109609,109059,09-05-2023
W006,Jaipur,P003,106785,106535,09-05-2023
W004,Mumbai,P004,55117,53220,09-05-2023
W005,Ahmedabad,P004,102575,102303,09-05-2023
W006,Jaipur,P004,104454,103535,09-05-2023
W004,Mumbai,P005,52883,51887,09-05-2023
W005,Ahmedabad,P005,108451,107954,09-05-2023
W006,Jaipur,P005,97516,95924,09-05-2023
W004,Mumbai,P006,57835,56349,09-05-2023
W005,Ahmedabad,P006,95395,94857,09-05-2023
W006,Jaipur,P006,104254,103273,09-05-2023
W004,Mumbai,P001,56656,54921,10-05-2023
W005,Ahmedabad,P001,102641,101395,10-05-2023
W006,Jaipur,P001,104589,103607,10-05-2023
W004,Mumbai,P002,49938,48805,10-05-2023
W005,Ahmedabad,P002,109388,108085,10-05-2023
W006,Jaipur,P002,112744,112211,10-05-2023
W004,Mumbai,P003,48573,46718,10-05-2023
W005,Ahmedabad,P003,110308,110308,10-05-2023
W006,Jaipur,P003,107784,106808,10-05-2023
W004,Mumbai,P004,54582,53316,10-05-2023
W005,Ahmedabad,P004,103665,103369,10-05-2023
W006,Jaipur,P004,104896,104355,10-05-2023
W004,Mumbai,P005,53024,50448,10-05-2023
W005,Ahmedabad,P005,109090,108148,10-05-2023
W006,Jaipur,P005,97060,96263,10-05-2023
W004,Mumbai,P006,57766,56726,10-05-2023
W005,Ahmedabad,P006,96273,95779,10-05-2023
W006,Jaipur,P006,104689,104415,10-05-2023
W004,Mumbai,P001,56461,55839,11-05-2023
W005,Ahmedabad,P001,102934,102012,11-05-2023
W006,Jaipur,P001,105146,104644,11-05-2023
W004,Mumbai,P002,50467,48775,11-05-2023
W005,Ahmedabad,P002,109746,108084,11-05-2023
W006,Jaipur,P002,113872,112881,11-05-2023
W004,Mumbai,P003,47848,46836,11-05-2023
W005,Ahmedabad,P003,111438,110711,11-05-2023
W006,Jaipur,P003,107938,106529,11-05-2023
W004,Mumbai,P004,54541,53065,11-05-2023
W005,Ahmedabad,P004,104593,104074,11-05-2023
W006,Jaipur,P004,105579,105579,11-05-2023
W004,Mumbai,P005,52098,50402,11-05-2023
W005,Ahmedabad,P005,109797,109797,11-05-2023
W006,Jaipur,P005,97912,97653,11-05-2023
W004,Mumbai,P006,58292,56257,11-05-2023
W005,Ahmedabad,P006,97344,96843,11-05-2023
W006,Jaipur,P006,105980,105124,11-05-2023
W004,Mumbai,P001,57475,56068,12-05-2023
W005,Ahmedabad,P001,103647,102604,12-05-2023
W006,Jaipur,P001,106279,105044,12-05-2023
W004,Mumbai,P002,49895,48322,12-05-2023
W005,Ahmedabad,P002,109203,107821,12-05-2023
W006,Jaipur,P002,114000,113740,12-05-2023
W004,Mumbai,P003,48280,46531,12-05-2023
W005,Ahmedabad,P003,112154,110914,12-05-2023
W006,Jaipur,P003,107972,107290,12-05-2023
W004,Mumbai,P004,54135,52366,12-05-2023
W005,Ahmedabad,P004,105144,103812,12-05-2023
W006,Jaipur,P004,106649,105420,12-05-2023
W004,Mumbai,P005,51469,49909,12-05-2023
W005,Ahmedabad,P005,110864,110360,12-05-2023
W006,Jaipur,P005,98719,97972,12-05-2023
W004,Mumbai,P006,57328,56229,12-05-2023
W005,Ahmedabad,P006,97914,97143,12-05-2023
W006,Jaipur,P006,106194,105747,12-05-2023
W004,Mumbai,P001,57396,55678,13-05-2023
W005,Ahmedabad,P001,103932,102485,13-05-2023
W006,Jaipur,P001,106371,105838,13-05-2023
W004,Mumbai,P002,49671,49190,13-05-2023
W005,Ahmedabad,P002,109170,108353,13-05-2023
W006,Jaipur,P002,115089,114189,13-05-2023
W004,Mumbai,P003,47846,46327,13-05-2023
W005,Ahmedabad,P003,112228,111258,13-05-2023
W006,Jaipur,P003,108604,107856,13-05-2023
W004,Mumbai,P004,53510,52211,13-05-2023
W005,Ahmedabad,P004,104955,103428,13-05-2023
W006,Jaipur,P004,106563,105765,13-05-2023
W004,Mumbai,P005,51066,49998,13-05-2023
W005,Ahmedabad,P005,111516,110476,13-05-2023
W006,Jaipur,P005,99128,98293,13-05-2023
W004,Mumbai,P006,57600,55312,13-05-2023
W005,Ahmedabad,P006,98514,97789,13-05-2023
W006,Jaipur,P006,107117,106423,13-05-2023
W004,Mumbai,P001,56742,54409,14-05-2023
W005,Ahmedabad,P001,103549,102589,14-05-2023
W006,Jaipur,P001,106902,106685,14-05-2023
W004,Mumbai,P002,50546,49860,14-05-2023
W005,Ahmedabad,P002,109709,108707,14-05-2023
W006,Jaipur,P002,115545,114783,14-05-2023
W004,Mumbai,P003,47964,46587,14-05-2023
W005,Ahmedabad,P003,112895,112047,14-05-2023
W006,Jaipur,P003,109493,108740,14-05-2023
W004,Mumbai,P004,53600,52526,14-05-2023
W005,Ahmedabad,P004,104817,103897,14-05-2023
W006,Jaipur,P004,107154,106915,14-05-2023
W004,Mumbai,P005,51171,50033,14-05-2023
W005,Ahmedabad,P005,111649,111373,14-05-2023
W006,Jaipur,P005,99465,98694,14-05-2023
W004,Mumbai,P006,56597,54894,14-05-2023
W005,Ahmedabad,P006,99073,98086,14-05-2023
W006,Jaipur,P006,107707,106497,14-05-2023
W004,Mumbai,P001,55513,54197,15-05-2023
W005,Ahmedabad,P001,103693,102958,15-05-2023
W006,Jaipur,P001,107789,106622,15-05-2023
W004,Mumbai,P002,51107,50103,15-05-2023
W005,Ahmedabad,P002,109954,108720,15-05-2023
W006,Jaipur,P002,116029,115552,15-05-2023
W004,Mumbai,P003,47843,46834,15-05-2023
W005,Ahmedabad,P003,113303,112897,15-05-2023
W006,Jaipur,P003,109995,108769,15-05-2023
W004,Mumbai,P004,53645,52813,15-05-2023
W005,Ahmedabad,P004,105015,104019,15-05-2023
W006,Jaipur,P004,108033,107161,15-05-2023
W004,Mumbai,P005,51077,49671,15-05-2023
W005,Ahmedabad,P005,112417,110858,15-05-2023
W006,Jaipur,P005,99737,98793,15-05-2023
W004,Mumbai,P006,56064,54606,15-05-2023
W005,Ahmedabad,P006,99256,97973,15-05-2023
W006,Jaipur,P006,107666,106512,15-05-2023
W004,Mumbai,P001,55295,54087,16-05-2023
W005,Ahmedabad,P001,104056,103283,16-05-2023
W006,Jaipur,P001,107719,106498,16-05-2023
W004,Mumbai,P002,51443,48441,16-05-2023
W005,Ahmedabad,P002,110060,109274,16-05-2023
W006,Jaipur,P002,116892,115944,16-05-2023
W004,Mumbai,P003,48157,47677,16-05-2023
W005,Ahmedabad,P003,114219,112933,16-05-2023
W006,Jaipur,P003,110091,109872,16-05-2023
W004,Mumbai,P004,54385,52818,16-05-2023
W005,Ahmedabad,P004,105591,104871,16-05-2023
W006,Jaipur,P004,108732,108488,16-05-2023
W004,Mumbai,P005,51019,49316,16-05-2023
W005,Ahmedabad,P005,112206,111443,16-05-2023
W006,Jaipur,P005,100140,99691,16-05-2023
W004,Mumbai,P006,55924,54471,16-05-2023
W005,Ahmedabad,P006,99291,99055,16-05-2023
W006,Jaipur,P006,107829,107368,16-05-2023
W004,Mumbai,P001,55475,53329,17-05-2023
W005,Ahmedabad,P001,104670,104158,17-05-2023
W006,Jaipur,P001,107885,106646,17-05-2023
W004,Mumbai,P002,49601,47787,17-05-2023
W005,Ahmedabad,P002,110434,109201,17-05-2023
W006,Jaipur,P002,117104,115489,17-05-2023
W004,Mumbai,P003,49239,47443,17-05-2023
W005,Ahmedabad,P003,114495,114210,17-05-2023
W006,Jaipur,P003,111433,110455,17-05-2023
W004,Mumbai,P004,54131,52593,17-05-2023
W005,Ahmedabad,P004,106183,105920,17-05-2023
W006,Jaipur,P004,109800,109284,17-05-2023
W004,Mumbai,P005,50825,49701,17-05-2023
W005,Ahmedabad,P005,112951,111476,17-05-2023
W006,Jaipur,P005,101199,100017,17-05-2023
W004,Mumbai,P006,55885,54608,17-05-2023
W005,Ahmedabad,P006,100468,99264,17-05-2023
W006,Jaipur,P006,108781,107236,17-05-2023
W004,Mumbai,P001,54734,52683,18-05-2023
W005,Ahmedabad,P001,105563,104835,18-05-2023
W006,Jaipur,P001,108051,107307,18-05-2023
W004,Mumbai,P002,49288,47504,18-05-2023
W005,Ahmedabad,P002,110702,109764,18-05-2023
W006,Jaipur,P002,116990,116485,18-05-2023
W004,Mumbai,P003,48564,47123,18-05-2023
W005,Ahmedabad,P003,115331,114824,18-05-2023
W006,Jaipur,P003,111575,110813,18-05-2023
W004,Mumbai,P004,53647,52130,18-05-2023
W005,Ahmedabad,P004,106974,105699,18-05-2023
W006,Jaipur,P004,110337,109091,18-05-2023
W004,Mumbai,P005,50911,49912,18-05-2023
W005,Ahmedabad,P005,112686,112172,18-05-2023
W006,Jaipur,P005,101227,101227,18-05-2023
W004,Mumbai,P006,55768,54559,18-05-2023
W005,Ahmedabad,P006,100424,99338,18-05-2023
W006,Jaipur,P006,108395,107885,18-05-2023
W004,Mumbai,P001,54137,52405,19-05-2023
W005,Ahmedabad,P001,106289,106020,19-05-2023
W006,Jaipur,P001,108761,108060,19-05-2023
W004,Mumbai,P002,49022,47396,19-05-2023
W005,Ahmedabad,P002,111282,110074,19-05-2023
W006,Jaipur,P002,118003,117553,19-05-2023
W004,Mumbai,P003,48124,47108,19-05-2023
W005,Ahmedabad,P003,115825,115370,19-05-2023
W006,Jaipur,P003,111814,110842,19-05-2023
W004,Mumbai,P004,53487,51097,19-05-2023
W005,Ahmedabad,P004,107056,106273,19-05-2023
W006,Jaipur,P004,110448,110218,19-05-2023
W004,Mumbai,P005,51151,50154,19-05-2023
W005,Ahmedabad,P005,113410,112422,19-05-2023
W006,Jaipur,P005,102465,100777,19-05-2023
W004,Mumbai,P006,55940,54699,19-05-2023
W005,Ahmedabad,P006,100719,99980,19-05-2023
W006,Jaipur,P006,109266,108467,19-05-2023
W004,Mumbai,P001,53922,52429,20-05-2023
W005,Ahmedabad,P001,107536,106392,20-05-2023
W006,Jaipur,P001,109576,109081,20-05-2023
W004,Mumbai,P002,48513,47698,20-05-2023
W005,Ahmedabad,P002,111191,110905,20-05-2023
W006,Jaipur,P002,118670,118177,20-05-2023
W004,Mumbai,P003,48309,47622,20-05-2023
W005,Ahmedabad,P003,116571,115820,20-05-2023
W006,Jaipur,P003,112042,110289,20-05-2023
W004,Mumbai,P004,52497,51328,20-05-2023
W005,Ahmedabad,P004,107673,106669,20-05-2023
W006,Jaipur,P004,111618,110862,20-05-2023
W004,Mumbai,P005,51414,49507,20-05-2023
W005,Ahmedabad,P005,113682,113159,20-05-2023
W006,Jaipur,P005,102037,100021,20-05-2023
W004,Mumbai,P006,55881,54501,20-05-2023
W005,Ahmedabad,P006,101161,100402,20-05-2023
W006,Jaipur,P006,109648,108093,20-05-2023
W004,Mumbai,P001,54007,53272,21-05-2023
W005,Ahmedabad,P001,107970,107381,21-05-2023
W006,Jaipur,P001,110658,109134,21-05-2023
W004,Mumbai,P002,48819,47054,21-05-2023
W005,Ahmedabad,P002,112025,111039,21-05-2023
W006,Jaipur,P002,119297,118122,21-05-2023
W004,Mumbai,P003,48685,47422,21-05-2023
W005,Ahmedabad,P003,116882,116590,21-05-2023
W006,Jaipur,P003,111351,109972,21-05-2023
W004,Mumbai,P004,52544,50503,21-05-2023
W005,Ahmedabad,P004,107885,106403,21-05-2023
W006,Jaipur,P004,112077,111862,21-05-2023
W004,Mumbai,P005,50638,50638,21-05-2023
W005,Ahmedabad,P005,114290,113349,21-05-2023
W006,Jaipur,P005,101151,100401,21-05-2023
W004,Mumbai,P006,55653,54142,21-05-2023
W005,Ahmedabad,P006,101553,101053,21-05-2023
W006,Jaipur,P006,109244,108217,21-05-2023
W004,Mumbai,P001,54690,52647,22-05-2023
W005,Ahmedabad,P001,108799,107321,22-05-2023
W006,Jaipur,P001,110552,109871,22-05-2023
W004,Mumbai,P002,48159,47095,22-05-2023
W005,Ahmedabad,P002,112143,110841,22-05-2023
W006,Jaipur,P002,119226,118976,22-05-2023
W004,Mumbai,P003,49052,48043,22-05-2023
W005,Ahmedabad,P003,118220,117641,22-05-2023
W006,Jaipur,P003,111602,110862,22-05-2023
W004,Mumbai,P004,51932,51932,22-05-2023
W005,Ahmedabad,P004,107831,107618,22-05-2023
W006,Jaipur,P004,113290,111959,22-05-2023
W004,Mumbai,P005,51748,49736,22-05-2023
W005,Ahmedabad,P005,114459,114229,22-05-2023
W006,Jaipur,P005,101511,100317,22-05-2023
W004,Mumbai,P006,55400,54095,22-05-2023
W005,Ahmedabad,P006,102310,101585,22-05-2023
W006,Jaipur,P006,109474,108961,22-05-2023
W004,Mumbai,P001,54109,52450,23-05-2023
W005,Ahmedabad,P001,108783,107146,23-05-2023
W006,Jaipur,P001,111332,110351,23-05-2023
W004,Mumbai,P002,48285,47853,23-05-2023
W005,Ahmedabad,P002,112030,110796,23-05-2023
W006,Jaipur,P002,120165,118618,23-05-2023
W004,Mumbai,P003,49552,48850,23-05-2023
W005,Ahmedabad,P003,119149,118631,23-05-2023
W006,Jaipur,P003,112370,111874,23-05-2023
W004,Mumbai,P004,53338,52081,23-05-2023
W005,Ahmedabad,P004,109024,107988,23-05-2023
W006,Jaipur,P004,113364,113132,23-05-2023
W004,Mumbai,P005,50854,49717,23-05-2023
W005,Ahmedabad,P005,115347,114582,23-05-2023
W006,Jaipur,P005,101434,100806,23-05-2023
W004,Mumbai,P006,55492,54748,23-05-2023
W005,Ahmedabad,P006,102981,102739,23-05-2023
W006,Jaipur,P006,110357,109127,23-05-2023
W004,Mumbai,P001,53862,53090,24-05-2023
W005,Ahmedabad,P001,108558,107244,24-05-2023
W006,Jaipur,P001,111763,111262,24-05-2023
W004,Mumbai,P002,49150,47449,24-05-2023
W005,Ahmedabad,P002,112093,111822,24-05-2023
W006,Jaipur,P002,119915,119379,24-05-2023
W004,Mumbai,P003,50395,49149,24-05-2023
W005,Ahmedabad,P003,120175,118936,24-05-2023
W006,Jaipur,P003,113418,112982,24-05-2023
W004,Mumbai,P004,53224,52458,24-05-2023
W005,Ahmedabad,P004,109130,108671,24-05-2023
W006,Jaipur,P004,114274,113317,24-05-2023
W004,Mumbai,P005,51113,49621,24-05-2023
W005,Ahmedabad,P005,115978,115187,24-05-2023
W006,Jaipur,P005,102202,101397,24-05-2023
W004,Mumbai,P006,56331,54817,24-05-2023
W005,Ahmedabad,P006,104322,104090,24-05-2023
W006,Jaipur,P006,110710,110475,24-05-2023
W004,Mumbai,P001,54473,52690,25-05-2023
W005,Ahmedabad,P001,108626,108396,25-05-2023
W006,Jaipur,P001,112644,111902,25-05-2023
W004,Mumbai,P002,48655,47664,25-05-2023
W005,Ahmedabad,P002,113027,112737,25-05-2023
W006,Jaipur,P002,120584,119655,25-05-2023
W004,Mumbai,P003,50672,48986,25-05-2023
W005,Ahmedabad,P003,120458,119479,25-05-2023
W006,Jaipur,P003,114504,113390,25-05-2023
W004,Mumbai,P004,53990,52679,25-05-2023
W005,Ahmedabad,P004,110203,109783,25-05-2023
W006,Jaipur,P004,114848,113501,25-05-2023
W004,Mumbai,P005,50738,48991,25-05-2023
W005,Ahmedabad,P005,116303,116048,25-05-2023
W006,Jaipur,P005,102513,101491,25-05-2023
W004,Mumbai,P006,56096,54563,25-05-2023
W005,Ahmedabad,P006,105369,104575,25-05-2023
W006,Jaipur,P006,111754,111196,25-05-2023
W004,Mumbai,P001,53992,53215,26-05-2023
W005,Ahmedabad,P001,109697,109245,26-05-2023
W006,Jaipur,P001,113203,112968,26-05-2023
W004,Mumbai,P002,48806,48047,26-05-2023
W005,Ahmedabad,P002,113878,112533,26-05-2023
W006,Jaipur,P002,120796,119758,26-05-2023
W004,Mumbai,P003,50171,48970,26-05-2023
W005,Ahmedabad,P003,120663,120089,26-05-2023
W006,Jaipur,P003,114574,113539,26-05-2023
W004,Mumbai,P004,53966,51293,26-05-2023
W005,Ahmedabad,P004,111070,109840,26-05-2023
W006,Jaipur,P004,114788,113228,26-05-2023
W004,Mumbai,P005,50068,48846,26-05-2023
W005,Ahmedabad,P005,117124,116613,26-05-2023
W006,Jaipur,P005,102567,101555,26-05-2023
W004,Mumbai,P006,56067,54829,26-05-2023
W005,Ahmedabad,P006,106079,104356,26-05-2023
W006,Jaipur,P006,112699,111959,26-05-2023
W004,Mumbai,P001,54731,53468,27-05-2023
W005,Ahmedabad,P001,110761,109695,27-05-2023
W006,Jaipur,P001,114484,113723,27-05-2023
W004,Mumbai,P002,49256,47187,27-05-2023
W005,Ahmedabad,P002,113741,112785,27-05-2023
W006,Jaipur,P002,120966,120108,27-05-2023
W004,Mumbai,P003,50467,48601,27-05-2023
W005,Ahmedabad,P003,121586,120150,27-05-2023
W006,Jaipur,P003,115035,114237,27-05-2023
W004,Mumbai,P004,52873,51503,27-05-2023
W005,Ahmedabad,P004,111419,110421,27-05-2023
W006,Jaipur,P004,114807,113900,27-05-2023
W004,Mumbai,P005,49871,48701,27-05-2023
W005,Ahmedabad,P005,117637,116826,27-05-2023
W006,Jaipur,P005,102579,101490,27-05-2023
W004,Mumbai,P006,56443,54874,27-05-2023
W005,Ahmedabad,P006,105969,105202,27-05-2023
W006,Jaipur,P006,113572,112139,27-05-2023
W004,Mumbai,P001,54844,53521,28-05-2023
W005,Ahmedabad,P001,111071,110553,28-05-2023
W006,Jaipur,P001,115098,115098,28-05-2023
W004,Mumbai,P002,48261,47242,28-05-2023
W005,Ahmedabad,P002,113859,112468,28-05-2023
W006,Jaipur,P002,121182,119705,28-05-2023
W004,Mumbai,P003,49911,48280,28-05-2023
W005,Ahmedabad,P003,121460,120438,28-05-2023
W006,Jaipur,P003,115546,115063,28-05-2023
W004,Mumbai,P004,52588,50576,28-05-2023
W005,Ahmedabad,P004,111506,110975,28-05-2023
W006,Jaipur,P004,114984,114442,28-05-2023
W004,Mumbai,P005,50058,48539,28-05-2023
W005,Ahmedabad,P005,118182,116912,28-05-2023
W006,Jaipur,P005,102846,101308,28-05-2023
W004,Mumbai,P006,56531,54601,28-05-2023
W005,Ahmedabad,P006,106859,106415,28-05-2023
W006,Jaipur,P006,113796,113498,28-05-2023
W004,Mumbai,P001,54875,52887,29-05-2023
W005,Ahmedabad,P001,111907,111220,29-05-2023
W006,Jaipur,P001,116451,115426,29-05-2023
W004,Mumbai,P002,48306,46365,29-05-2023
W005,Ahmedabad,P002,113532,113532,29-05-2023
W006,Jaipur,P002,120769,119999,29-05-2023
W004,Mumbai,P003,49371,48651,29-05-2023
W005,Ahmedabad,P003,121529,121250,29-05-2023
W006,Jaipur,P003,116154,115593,29-05-2023
W004,Mumbai,P004,52219,50690,29-05-2023
W005,Ahmedabad,P004,112618,111403,29-05-2023
W006,Jaipur,P004,116085,115812,29-05-2023
W004,Mumbai,P005,49792,48514,29-05-2023
W005,Ahmedabad,P005,118164,117344,29-05-2023
W006,Jaipur,P005,102560,101257,29-05-2023
W004,Mumbai,P006,56031,54347,29-05-2023
W005,Ahmedabad,P006,107845,106105,29-05-2023
W006,Jaipur,P006,114928,114683,29-05-2023
W004,Mumbai,P001,54526,53051,30-05-2023
W005,Ahmedabad,P001,112859,112639,30-05-2023
W006,Jaipur,P001,117065,115935,30-05-2023
W004,Mumbai,P002,47736,46202,30-05-2023
W005,Ahmedabad,P002,114902,114095,30-05-2023
W006,Jaipur,P002,121369,119887,30-05-2023
W004,Mumbai,P003,50006,47751,30-05-2023
W005,Ahmedabad,P003,122605,121907,30-05-2023
W006,Jaipur,P003,116947,116152,30-05-2023
W004,Mumbai,P004,52088,50554,30-05-2023
W005,Ahmedabad,P004,112801,112294,30-05-2023
W006,Jaipur,P004,117209,116221,30-05-2023
W004,Mumbai,P005,50073,48740,30-05-2023
W005,Ahmedabad,P005,118903,118426,30-05-2023
W006,Jaipur,P005,102816,102294,30-05-2023
W004,Mumbai,P006,55376,54075,30-05-2023
