Order_ID,Product_ID,Customer_ID,Quantity_Ordered,Order_Date,Warehouse_ID,Total_Cost,Total_COGs
O126385,P004,C0791,233,07-04-2024,W006,349500,279600
O126386,P006,C1976,211,07-04-2024,W002,263750,200450
O126387,P005,C1878,298,07-04-2024,W010,372500,286825
O126388,P002,C1887,300,07-04-2024,W004,150000,105000
O126389,P006,C0446,275,07-04-2024,W013,343750,261250
O126390,P001,C1074,245,07-04-2024,W009,122500,93100
O126391,P006,C0306,252,07-04-2024,W008,315000,239400
O126392,P002,C1781,269,07-04-2024,W010,134500,94150
O126393,P002,C1051,203,07-04-2024,W010,101500,71050
O126394,P003,C0593,209,07-04-2024,W009,104500,62700
O126395,P003,C1847,234,07-04-2024,W014,117000,70200
O126396,P004,C1960,295,07-04-2024,W010,442500,354000
O126397,P002,C1741,284,07-04-2024,W004,142000,99400
O126398,P004,C1152,282,07-04-2024,W004,423000,338400
O126399,P003,C0222,274,07-04-2024,W010,137000,82200
O126400,P005,C0960,255,08-04-2024,W004,318750,245437.5
O126401,P004,C1481,235,08-04-2024,W011,352500,282000
O126402,P005,C1692,247,08-04-2024,W003,308750,237737.5
O126403,P001,C0156,260,08-04-2024,W006,130000,98800
O126404,P004,C0965,275,08-04-2024,W005,412500,330000
O126405,P002,C1129,255,08-04-2024,W015,127500,89250
O126406,P006,C0263,289,08-04-2024,W014,361250,274550
O126407,P001,C1148,296,08-04-2024,W013,148000,112480
O126408,P005,C1787,206,08-04-2024,W003,257500,198275
O126409,P005,C0482,213,08-04-2024,W007,266250,205012.5
O126410,P002,C1772,282,08-04-2024,W010,141000,98700
O126411,P003,C1858,250,08-04-2024,W005,125000,75000
O126412,P004,C0473,263,08-04-2024,W015,394500,315600
O126413,P003,C1361,272,08-04-2024,W015,136000,81600
O126414,P005,C0734,255,08-04-2024,W003,318750,245437.5
O126415,P004,C0923,278,08-04-2024,W002,417000,333600
O126416,P003,C0771,296,08-04-2024,W004,148000,88800
O126417,P006,C0049,235,08-04-2024,W010,293750,223250
O126418,P004,C0059,247,08-04-2024,W005,370500,296400
O126419,P003,C1347,246,08-04-2024,W014,123000,73800
O126420,P006,C0420,229,08-04-2024,W006,286250,217550
O126421,P002,C0079,229,08-04-2024,W015,114500,80150
O126422,P006,C0551,283,08-04-2024,W013,353750,268850
O126423,P001,C0006,215,08-04-2024,W001,107500,81700
O126424,P001,C1872,231,08-04-2024,W006,115500,87780
O126425,P004,C0229,265,08-04-2024,W004,397500,318000
O126426,P006,C0405,231,08-04-2024,W010,288750,219450
O126427,P005,C0123,276,08-04-2024,W015,345000,265650
O126428,P002,C0578,287,08-04-2024,W004,143500,100450
O126429,P005,C0207,202,08-04-2024,W008,252500,194425
O126430,P003,C0117,299,08-04-2024,W015,149500,89700
O126431,P001,C0368,284,08-04-2024,W005,142000,107920
O126432,P002,C1134,237,08-04-2024,W015,118500,82950
O126433,P003,C1156,218,08-04-2024,W014,109000,65400
O126434,P003,C1826,277,08-04-2024,W012,138500,83100
O126435,P001,C0149,261,08-04-2024,W013,130500,99180
O126436,P003,C0438,206,08-04-2024,W015,103000,61800
O126437,P001,C1071,225,08-04-2024,W010,112500,85500
O126438,P006,C1301,295,08-04-2024,W005,368750,280250
O126439,P006,C0988,233,08-04-2024,W004,291250,221350
O126440,P003,C0277,250,08-04-2024,W001,125000,75000
O126441,P001,C1979,251,08-04-2024,W004,125500,95380
O126442,P003,C0356,280,08-04-2024,W005,140000,84000
O126443,P002,C0484,267,08-04-2024,W015,133500,93450
O126444,P003,C1778,296,08-04-2024,W012,148000,88800
O126445,P006,C1039,282,08-04-2024,W004,352500,267900
O126446,P004,C1249,219,08-04-2024,W015,328500,262800
O126447,P003,C1051,275,08-04-2024,W010,137500,82500
O126448,P002,C0660,297,08-04-2024,W015,148500,103950
O126449,P006,C0693,239,08-04-2024,W012,298750,227050
O126450,P003,C1625,258,08-04-2024,W004,129000,77400
O126451,P006,C0516,297,08-04-2024,W005,371250,282150
O126452,P005,C1737,255,08-04-2024,W010,318750,245437.5
O126453,P005,C0920,274,08-04-2024,W015,342500,263725
O126454,P004,C0266,283,08-04-2024,W006,424500,339600
O126455,P005,C0996,220,08-04-2024,W008,275000,211750
O126456,P002,C0615,215,08-04-2024,W013,107500,75250
O126457,P001,C0534,218,08-04-2024,W011,109000,82840
O126458,P003,C1376,208,08-04-2024,W002,104000,62400
O126459,P003,C0237,237,08-04-2024,W002,118500,71100
O126460,P005,C1114,211,08-04-2024,W008,263750,203087.5
O126461,P001,C1153,275,08-04-2024,W010,137500,104500
O126462,P005,C1307,224,08-04-2024,W014,280000,215600
O126463,P002,C0222,219,08-04-2024,W010,109500,76650
O126464,P006,C1898,295,08-04-2024,W002,368750,280250
O126465,P004,C1335,267,08-04-2024,W003,400500,320400
O126466,P004,C1145,270,08-04-2024,W002,405000,324000
O126467,P002,C1386,247,08-04-2024,W014,123500,86450
O126468,P001,C0031,200,08-04-2024,W005,100000,76000
O126469,P004,C0435,244,08-04-2024,W009,366000,292800
O126470,P005,C1995,237,08-04-2024,W005,296250,228112.5
O126471,P005,C1121,290,08-04-2024,W004,362500,279125
O126472,P005,C0484,252,08-04-2024,W015,315000,242550
O126473,P006,C0184,265,08-04-2024,W002,331250,251750
O126474,P004,C0583,255,08-04-2024,W007,382500,306000
O126475,P001,C0234,202,08-04-2024,W004,101000,76760
O126476,P003,C1568,205,08-04-2024,W002,102500,61500
O126477,P004,C1290,288,08-04-2024,W010,432000,345600
O126478,P004,C1489,285,08-04-2024,W002,427500,342000
O126479,P002,C1718,263,08-04-2024,W013,131500,92050
O126480,P001,C0014,219,08-04-2024,W015,109500,83220
O126481,P006,C1619,242,08-04-2024,W014,302500,229900
O126482,P002,C1757,256,08-04-2024,W005,128000,89600
O126483,P005,C0910,207,08-04-2024,W008,258750,199237.5
O126484,P001,C1123,256,08-04-2024,W005,128000,97280
O126485,P001,C0348,220,08-04-2024,W006,110000,83600
O126486,P006,C1338,211,08-04-2024,W005,263750,200450
O126487,P002,C1627,288,08-04-2024,W006,144000,100800
O126488,P006,C1400,212,08-04-2024,W004,265000,201400
O126489,P003,C1897,203,08-04-2024,W010,101500,60900
O126490,P005,C1627,232,08-04-2024,W006,290000,223300
O126491,P002,C0782,217,08-04-2024,W010,108500,75950
O126492,P002,C0061,252,08-04-2024,W010,126000,88200
O126493,P005,C1445,200,08-04-2024,W010,250000,192500
O126494,P006,C0344,202,08-04-2024,W004,252500,191900
O126495,P005,C0826,219,08-04-2024,W010,273750,210787.5
O126496,P006,C0286,251,08-04-2024,W002,313750,238450
O126497,P005,C0526,258,08-04-2024,W006,322500,248325
O126498,P002,C1705,278,08-04-2024,W006,139000,97300
O126499,P006,C1101,212,08-04-2024,W003,265000,201400
O126500,P002,C0185,205,08-04-2024,W002,102500,71750
O126501,P004,C1279,287,08-04-2024,W004,430500,344400
O126502,P003,C1327,232,08-04-2024,W015,116000,69600
O126503,P005,C0264,271,08-04-2024,W015,338750,260837.5
O126504,P002,C0217,298,08-04-2024,W009,149000,104300
O126505,P006,C0291,216,08-04-2024,W010,270000,205200
O126506,P001,C0304,260,08-04-2024,W005,130000,98800
O126507,P001,C0700,269,08-04-2024,W010,134500,102220
O126508,P005,C0651,240,08-04-2024,W006,300000,231000
O126509,P006,C0021,250,08-04-2024,W012,312500,237500
O126510,P001,C0762,252,08-04-2024,W011,126000,95760
O126511,P003,C1970,220,08-04-2024,W010,110000,66000
O126512,P005,C0125,246,08-04-2024,W004,307500,236775
O126513,P001,C0603,295,08-04-2024,W015,147500,112100
O126514,P002,C0390,284,08-04-2024,W011,142000,99400
O126515,P006,C1109,285,08-04-2024,W012,356250,270750
O126516,P006,C1306,292,08-04-2024,W010,365000,277400
O126517,P001,C0636,281,08-04-2024,W012,140500,106780
O126518,P004,C1540,245,08-04-2024,W001,367500,294000
O126519,P001,C1613,267,08-04-2024,W014,133500,101460
O126520,P005,C0853,237,08-04-2024,W013,296250,228112.5
O126521,P003,C0123,230,08-04-2024,W015,115000,69000
O126522,P005,C0906,253,08-04-2024,W015,316250,243512.5
O126523,P004,C1456,237,08-04-2024,W014,355500,284400
O126524,P001,C0183,264,08-04-2024,W013,132000,100320
O126525,P004,C0717,250,08-04-2024,W002,375000,300000
O126526,P005,C1030,300,08-04-2024,W015,375000,288750
O126527,P004,C0344,288,08-04-2024,W004,432000,345600
O126528,P004,C1367,246,08-04-2024,W002,369000,295200
O126529,P004,C0628,206,08-04-2024,W004,309000,247200
O126530,P003,C1389,269,08-04-2024,W015,134500,80700
O126531,P004,C1565,254,08-04-2024,W010,381000,304800
O126532,P002,C0988,270,08-04-2024,W004,135000,94500
O126533,P005,C1702,241,08-04-2024,W015,301250,231962.5
O126534,P003,C1128,278,08-04-2024,W013,139000,83400
O126535,P002,C1183,251,08-04-2024,W012,125500,87850
O126536,P005,C1534,236,08-04-2024,W010,295000,227150
O126537,P006,C0224,292,08-04-2024,W005,365000,277400
O126538,P006,C0471,201,08-04-2024,W012,251250,190950
O126539,P001,C1478,284,08-04-2024,W015,142000,107920
O126540,P006,C0255,284,08-04-2024,W006,355000,269800
O126541,P006,C1225,227,08-04-2024,W004,283750,215650
O126542,P002,C0891,249,08-04-2024,W005,124500,87150
O126543,P006,C1142,289,08-04-2024,W003,361250,274550
O126544,P002,C1329,286,08-04-2024,W005,143000,100100
O126545,P001,C0898,276,08-04-2024,W003,138000,104880
O126546,P002,C1089,213,08-04-2024,W002,106500,74550
O126547,P005,C0648,204,08-04-2024,W015,255000,196350
O126548,P005,C1650,274,08-04-2024,W015,342500,263725
O126549,P004,C0242,268,08-04-2024,W015,402000,321600
O126550,P004,C1001,267,08-04-2024,W008,400500,320400
O126551,P003,C0711,266,08-04-2024,W010,133000,79800
O126552,P005,C1701,244,08-04-2024,W012,305000,234850
O126553,P006,C0367,224,08-04-2024,W006,280000,212800
O126554,P004,C1691,221,08-04-2024,W005,331500,265200
O126555,P004,C1260,258,08-04-2024,W013,387000,309600
O126556,P006,C1744,237,08-04-2024,W002,296250,225150
O126557,P003,C0189,214,08-04-2024,W004,107000,64200
O126558,P002,C1574,264,08-04-2024,W013,132000,92400
O126559,P001,C1146,247,08-04-2024,W006,123500,93860
O126560,P001,C0875,233,08-04-2024,W002,116500,88540
O126561,P002,C1449,231,08-04-2024,W015,115500,80850
O126562,P003,C1805,219,08-04-2024,W010,109500,65700
O126563,P003,C0915,231,08-04-2024,W004,115500,69300
O126564,P003,C1482,280,08-04-2024,W015,140000,84000
O126565,P002,C0641,262,08-04-2024,W007,131000,91700
O126566,P006,C0510,297,08-04-2024,W004,371250,282150
O126567,P003,C1449,242,08-04-2024,W015,121000,72600
O126568,P002,C1098,207,08-04-2024,W012,103500,72450
O126569,P006,C0808,222,08-04-2024,W002,277500,210900
O126570,P003,C1407,209,08-04-2024,W006,104500,62700
O126571,P002,C0383,258,08-04-2024,W012,129000,90300
O126572,P003,C1448,257,08-04-2024,W015,128500,77100
O126573,P002,C1031,204,08-04-2024,W002,102000,71400
O126574,P002,C1128,236,08-04-2024,W013,118000,82600
O126575,P003,C0436,297,08-04-2024,W002,148500,89100
O126576,P001,C1342,270,08-04-2024,W002,135000,102600
O126577,P001,C0151,226,08-04-2024,W012,113000,85880
O126578,P001,C0039,243,08-04-2024,W009,121500,92340
O126579,P005,C1932,218,08-04-2024,W015,272500,209825
O126580,P004,C1238,223,08-04-2024,W006,334500,267600
O126581,P006,C1172,225,08-04-2024,W005,281250,213750
O126582,P002,C1097,266,08-04-2024,W008,133000,93100
O126583,P003,C1860,291,08-04-2024,W003,145500,87300
O126584,P004,C1549,200,08-04-2024,W012,300000,240000
O126585,P002,C0184,274,08-04-2024,W002,137000,95900
O126586,P001,C1189,256,08-04-2024,W003,128000,97280
O126587,P003,C1896,287,08-04-2024,W010,143500,86100
O126588,P002,C1778,278,08-04-2024,W012,139000,97300
O126589,P006,C1672,232,08-04-2024,W014,290000,220400
O126590,P001,C0982,262,08-04-2024,W013,131000,99560
O126591,P002,C0682,274,08-04-2024,W007,137000,95900
O126592,P002,C1580,271,08-04-2024,W014,135500,94850
O126593,P006,C0919,290,08-04-2024,W015,362500,275500
O126594,P003,C0470,216,08-04-2024,W015,108000,64800
O126595,P005,C0987,287,08-04-2024,W012,358750,276237.5
O126596,P003,C0078,210,08-04-2024,W015,105000,63000
O126597,P006,C1449,290,08-04-2024,W015,362500,275500
O126598,P002,C0913,261,08-04-2024,W013,130500,91350
O126599,P006,C0014,263,08-04-2024,W015,328750,249850
O126600,P006,C0117,286,08-04-2024,W015,357500,271700
O126601,P006,C0087,285,08-04-2024,W015,356250,270750
O126602,P003,C1423,260,08-04-2024,W015,130000,78000
O126603,P004,C0760,249,08-04-2024,W015,373500,298800
O126604,P005,C0373,245,08-04-2024,W015,306250,235812.5
O126605,P004,C1821,241,08-04-2024,W002,361500,289200
O126606,P005,C1901,296,08-04-2024,W006,370000,284900
O126607,P006,C1666,270,08-04-2024,W003,337500,256500
O126608,P001,C0500,233,08-04-2024,W004,116500,88540
O126609,P004,C1622,233,08-04-2024,W015,349500,279600
O126610,P006,C1052,208,08-04-2024,W008,260000,197600
O126611,P005,C0565,225,08-04-2024,W004,281250,216562.5
O126612,P005,C1566,274,08-04-2024,W003,342500,263725
O126613,P005,C0678,219,08-04-2024,W006,273750,210787.5
O126614,P004,C1282,201,08-04-2024,W004,301500,241200
O126615,P004,C1794,266,08-04-2024,W008,399000,319200
O126616,P002,C0097,248,08-04-2024,W010,124000,86800
O126617,P003,C0010,270,08-04-2024,W002,135000,81000
O126618,P001,C0590,243,08-04-2024,W015,121500,92340
O126619,P005,C0664,221,08-04-2024,W006,276250,212712.5
O126620,P001,C1461,221,08-04-2024,W010,110500,83980
O126621,P002,C0393,268,08-04-2024,W013,134000,93800
O126622,P001,C1758,203,08-04-2024,W009,101500,77140
O126623,P001,C1794,270,08-04-2024,W008,135000,102600
O126624,P001,C0914,235,08-04-2024,W006,117500,89300
O126625,P002,C0012,279,08-04-2024,W015,139500,97650
O126626,P001,C0190,254,08-04-2024,W013,127000,96520
O126627,P003,C0539,233,08-04-2024,W015,116500,69900
O126628,P005,C1624,236,08-04-2024,W003,295000,227150
O126629,P002,C1628,213,08-04-2024,W008,106500,74550
O126630,P005,C1907,276,08-04-2024,W013,345000,265650
O126631,P004,C1892,225,08-04-2024,W012,337500,270000
O126632,P005,C1242,238,08-04-2024,W011,297500,229075
O126633,P004,C1033,226,08-04-2024,W004,339000,271200
O126634,P005,C1232,260,08-04-2024,W004,325000,250250
O126635,P003,C1562,274,08-04-2024,W012,137000,82200
O126636,P001,C1169,224,08-04-2024,W006,112000,85120
O126637,P005,C1225,271,08-04-2024,W004,338750,260837.5
O126638,P006,C1175,209,08-04-2024,W012,261250,198550
O126639,P004,C1507,226,08-04-2024,W003,339000,271200
O126640,P005,C0896,261,08-04-2024,W002,326250,251212.5
O126641,P001,C0622,267,08-04-2024,W004,133500,101460
O126642,P005,C0296,224,08-04-2024,W002,280000,215600
O126643,P005,C0231,204,08-04-2024,W006,255000,196350
O126644,P003,C0111,262,08-04-2024,W006,131000,78600
O126645,P006,C1157,261,08-04-2024,W012,326250,247950
O126646,P006,C0964,270,08-04-2024,W002,337500,256500
O126647,P003,C0033,208,08-04-2024,W005,104000,62400
O126648,P006,C0561,285,08-04-2024,W005,356250,270750
O126649,P001,C0674,210,08-04-2024,W013,105000,79800
O126650,P003,C1948,264,08-04-2024,W014,132000,79200
O126651,P002,C0862,240,08-04-2024,W011,120000,84000
O126652,P001,C1690,242,08-04-2024,W012,121000,91960
O126653,P004,C1963,200,08-04-2024,W002,300000,240000
O126654,P005,C1163,284,08-04-2024,W001,355000,273350
O126655,P005,C0004,289,08-04-2024,W012,361250,278162.5
O126656,P004,C1718,231,08-04-2024,W013,346500,277200
O126657,P006,C0878,298,08-04-2024,W007,372500,283100
O126658,P004,C0783,210,08-04-2024,W004,315000,252000
O126659,P004,C0594,293,08-04-2024,W015,439500,351600
O126660,P006,C1699,202,08-04-2024,W012,252500,191900
O126661,P003,C1048,245,08-04-2024,W012,122500,73500
O126662,P003,C0273,208,08-04-2024,W013,104000,62400
O126663,P003,C0140,280,08-04-2024,W015,140000,84000
O126664,P004,C0060,228,08-04-2024,W004,342000,273600
O126665,P003,C1444,299,08-04-2024,W010,149500,89700
O126666,P002,C0650,269,08-04-2024,W004,134500,94150
O126667,P003,C0519,287,08-04-2024,W004,143500,86100
O126668,P006,C0817,241,08-04-2024,W015,301250,228950
O126669,P002,C0150,296,08-04-2024,W009,148000,103600
O126670,P005,C1106,259,08-04-2024,W012,323750,249287.5
O126671,P004,C0307,220,08-04-2024,W014,330000,264000
O126672,P002,C1832,299,08-04-2024,W003,149500,104650
O126673,P003,C0016,290,09-04-2024,W002,145000,87000
O126674,P002,C1176,253,09-04-2024,W015,126500,88550
O126675,P004,C0350,282,09-04-2024,W010,423000,338400
O126676,P002,C0515,250,09-04-2024,W015,125000,87500
O126677,P006,C0934,233,09-04-2024,W005,291250,221350
O126678,P001,C1462,254,09-04-2024,W015,127000,96520
O126679,P001,C0218,237,09-04-2024,W013,118500,90060
O126680,P005,C0112,211,09-04-2024,W004,263750,203087.5
O126681,P006,C0104,245,09-04-2024,W001,306250,232750
O126682,P006,C1018,214,09-04-2024,W010,267500,203300
O126683,P001,C0445,200,09-04-2024,W015,100000,76000
O126684,P006,C1773,207,09-04-2024,W015,258750,196650
O126685,P001,C0936,249,09-04-2024,W015,124500,94620
O126686,P002,C0686,205,09-04-2024,W004,102500,71750
O126687,P005,C1753,226,09-04-2024,W012,282500,217525
O126688,P006,C0663,244,09-04-2024,W012,305000,231800
O126689,P004,C1037,223,09-04-2024,W014,334500,267600
O126690,P003,C0656,203,09-04-2024,W004,101500,60900
O126691,P001,C1993,240,09-04-2024,W010,120000,91200
O126692,P003,C0072,210,09-04-2024,W006,105000,63000
O126693,P001,C0103,208,09-04-2024,W006,104000,79040
O126694,P004,C0179,261,09-04-2024,W013,391500,313200
O126695,P006,C0702,294,09-04-2024,W014,367500,279300
O126696,P006,C0760,205,09-04-2024,W015,256250,194750
O126697,P001,C0845,297,09-04-2024,W012,148500,112860
O126698,P006,C0573,200,09-04-2024,W013,250000,190000
O126699,P001,C1482,245,09-04-2024,W015,122500,93100
O126700,P002,C0136,251,09-04-2024,W001,125500,87850
O126701,P005,C0363,270,09-04-2024,W002,337500,259875
O126702,P003,C1467,274,09-04-2024,W013,137000,82200
O126703,P005,C1412,246,09-04-2024,W015,307500,236775
O126704,P001,C0763,229,09-04-2024,W006,114500,87020
O126705,P001,C0899,267,09-04-2024,W015,133500,101460
O126706,P004,C0894,244,09-04-2024,W012,366000,292800
O126707,P003,C0413,276,09-04-2024,W005,138000,82800
O126708,P005,C1417,252,09-04-2024,W009,315000,242550
O126709,P002,C0087,274,09-04-2024,W015,137000,95900
O126710,P002,C0337,275,09-04-2024,W011,137500,96250
O126711,P006,C0900,202,09-04-2024,W015,252500,191900
O126712,P001,C0679,255,09-04-2024,W005,127500,96900
O126713,P003,C0966,232,09-04-2024,W002,116000,69600
O126714,P005,C1865,252,09-04-2024,W012,315000,242550
O126715,P005,C0869,227,09-04-2024,W015,283750,218487.5
O126716,P001,C1330,209,09-04-2024,W014,104500,79420
O126717,P006,C0925,227,09-04-2024,W015,283750,215650
O126718,P004,C1095,251,09-04-2024,W015,376500,301200
O126719,P005,C0066,263,09-04-2024,W010,328750,253137.5
O126720,P001,C0587,209,09-04-2024,W015,104500,79420
O126721,P001,C0851,256,09-04-2024,W008,128000,97280
O126722,P002,C1205,265,09-04-2024,W010,132500,92750
O126723,P001,C1734,235,09-04-2024,W015,117500,89300
O126724,P002,C1878,201,09-04-2024,W010,100500,70350
O126725,P006,C1558,211,09-04-2024,W005,263750,200450
O126726,P003,C0495,297,09-04-2024,W003,148500,89100
O126727,P003,C0959,278,09-04-2024,W007,139000,83400
O126728,P005,C1981,289,09-04-2024,W002,361250,278162.5
O126729,P005,C0388,276,09-04-2024,W008,345000,265650
O126730,P003,C1540,281,09-04-2024,W001,140500,84300
O126731,P004,C0491,298,09-04-2024,W010,447000,357600
O126732,P003,C1768,204,09-04-2024,W002,102000,61200
O126733,P005,C0719,234,09-04-2024,W015,292500,225225
O126734,P006,C0812,249,09-04-2024,W005,311250,236550
O126735,P001,C1472,273,09-04-2024,W002,136500,103740
O126736,P004,C1184,247,09-04-2024,W004,370500,296400
O126737,P003,C1062,210,09-04-2024,W003,105000,63000
O126738,P001,C0551,297,09-04-2024,W013,148500,112860
O126739,P006,C0930,225,09-04-2024,W014,281250,213750
O126740,P001,C0571,214,09-04-2024,W015,107000,81320
O126741,P005,C1327,232,09-04-2024,W015,290000,223300
O126742,P002,C0338,225,09-04-2024,W012,112500,78750
O126743,P001,C1254,206,09-04-2024,W002,103000,78280
O126744,P004,C0959,206,09-04-2024,W007,309000,247200
O126745,P005,C0824,270,09-04-2024,W004,337500,259875
O126746,P003,C1746,236,09-04-2024,W013,118000,70800
O126747,P001,C1060,260,09-04-2024,W015,130000,98800
O126748,P005,C0230,277,09-04-2024,W002,346250,266612.5
O126749,P004,C0082,288,09-04-2024,W002,432000,345600
O126750,P004,C0632,253,09-04-2024,W005,379500,303600
O126751,P004,C1473,203,09-04-2024,W010,304500,243600
O126752,P001,C0490,274,09-04-2024,W010,137000,104120
O126753,P001,C1602,206,09-04-2024,W015,103000,78280
O126754,P002,C1628,252,09-04-2024,W008,126000,88200
O126755,P002,C0505,215,09-04-2024,W010,107500,75250
O126756,P006,C1487,289,09-04-2024,W002,361250,274550
O126757,P002,C0756,267,09-04-2024,W009,133500,93450
O126758,P003,C0491,204,09-04-2024,W010,102000,61200
O126759,P004,C0322,229,09-04-2024,W009,343500,274800
O126760,P004,C1593,278,09-04-2024,W004,417000,333600
O126761,P005,C0710,298,09-04-2024,W006,372500,286825
O126762,P005,C1171,239,09-04-2024,W013,298750,230037.5
O126763,P001,C0876,279,09-04-2024,W007,139500,106020
O126764,P004,C0661,260,09-04-2024,W003,390000,312000
O126765,P002,C1937,232,09-04-2024,W002,116000,81200
O126766,P002,C1176,271,09-04-2024,W015,135500,94850
O126767,P006,C1797,275,09-04-2024,W002,343750,261250
O126768,P005,C1775,283,09-04-2024,W004,353750,272387.5
O126769,P003,C1094,215,09-04-2024,W002,107500,64500
O126770,P002,C1753,232,09-04-2024,W012,116000,81200
O126771,P002,C0603,247,09-04-2024,W015,123500,86450
O126772,P004,C1997,222,09-04-2024,W011,333000,266400
O126773,P005,C1137,278,09-04-2024,W012,347500,267575
O126774,P005,C0420,247,09-04-2024,W006,308750,237737.5
O126775,P001,C1801,208,09-04-2024,W005,104000,79040
O126776,P001,C1756,208,09-04-2024,W002,104000,79040
O126777,P003,C1404,290,09-04-2024,W015,145000,87000
O126778,P002,C1239,281,09-04-2024,W015,140500,98350
O126779,P004,C0900,257,09-04-2024,W015,385500,308400
O126780,P004,C1808,250,09-04-2024,W011,375000,300000
O126781,P001,C0428,246,09-04-2024,W013,123000,93480
O126782,P002,C0841,289,09-04-2024,W004,144500,101150
O126783,P006,C1844,222,09-04-2024,W004,277500,210900
O126784,P002,C1467,267,09-04-2024,W013,133500,93450
O126785,P002,C0055,205,09-04-2024,W015,102500,71750
O126786,P001,C0937,278,09-04-2024,W006,139000,105640
O126787,P002,C1417,218,09-04-2024,W009,109000,76300
O126788,P001,C1945,234,09-04-2024,W010,117000,88920
O126789,P003,C1051,224,09-04-2024,W010,112000,67200
O126790,P002,C0192,245,09-04-2024,W014,122500,85750
O126791,P001,C1664,249,09-04-2024,W015,124500,94620
O126792,P005,C0267,251,09-04-2024,W012,313750,241587.5
O126793,P006,C0893,223,09-04-2024,W012,278750,211850
O126794,P006,C0846,204,09-04-2024,W010,255000,193800
O126795,P002,C0120,261,09-04-2024,W013,130500,91350
O126796,P006,C1051,220,09-04-2024,W010,275000,209000
O126797,P003,C1199,209,09-04-2024,W015,104500,62700
O126798,P006,C0622,235,09-04-2024,W004,293750,223250
O126799,P004,C0133,262,09-04-2024,W012,393000,314400
O126800,P004,C1089,270,09-04-2024,W002,405000,324000
O126801,P006,C0492,201,09-04-2024,W014,251250,190950
O126802,P001,C1200,245,09-04-2024,W010,122500,93100
O126803,P004,C1607,278,09-04-2024,W008,417000,333600
O126804,P006,C1004,240,09-04-2024,W002,300000,228000
O126805,P003,C0502,250,09-04-2024,W002,125000,75000
O126806,P003,C1346,261,09-04-2024,W005,130500,78300
O126807,P003,C0294,205,09-04-2024,W002,102500,61500
O126808,P003,C1113,244,09-04-2024,W014,122000,73200
O126809,P004,C0388,216,09-04-2024,W008,324000,259200
O126810,P004,C0441,247,09-04-2024,W012,370500,296400
O126811,P006,C1808,251,09-04-2024,W011,313750,238450
O126812,P001,C1530,243,09-04-2024,W015,121500,92340
O126813,P005,C0748,260,09-04-2024,W002,325000,250250
O126814,P001,C1290,209,09-04-2024,W010,104500,79420
O126815,P001,C0628,257,09-04-2024,W004,128500,97660
O126816,P003,C0902,204,09-04-2024,W014,102000,61200
O126817,P001,C0356,264,09-04-2024,W005,132000,100320
O126818,P002,C0315,262,09-04-2024,W011,131000,91700
O126819,P005,C1060,269,09-04-2024,W015,336250,258912.5
O126820,P006,C1255,279,09-04-2024,W015,348750,265050
O126821,P002,C0102,211,09-04-2024,W015,105500,73850
O126822,P005,C0473,273,09-04-2024,W015,341250,262762.5
O126823,P003,C0626,205,09-04-2024,W010,102500,61500
O126824,P003,C1301,291,09-04-2024,W005,145500,87300
O126825,P001,C1752,236,09-04-2024,W013,118000,89680
O126826,P006,C1944,204,09-04-2024,W010,255000,193800
O126827,P001,C1144,268,09-04-2024,W010,134000,101840
O126828,P006,C1517,296,09-04-2024,W006,370000,281200
O126829,P001,C1103,245,09-04-2024,W003,122500,93100
O126830,P003,C0093,282,09-04-2024,W010,141000,84600
O126831,P001,C1390,247,09-04-2024,W001,123500,93860
O126832,P003,C1239,207,09-04-2024,W015,103500,62100
O126833,P004,C0651,200,09-04-2024,W006,300000,240000
O126834,P004,C1513,262,09-04-2024,W003,393000,314400
O126835,P006,C0706,283,09-04-2024,W010,353750,268850
O126836,P004,C0868,221,09-04-2024,W015,331500,265200
O126837,P006,C1745,251,09-04-2024,W003,313750,238450
O126838,P004,C0792,248,09-04-2024,W014,372000,297600
O126839,P004,C0543,200,09-04-2024,W014,300000,240000
O126840,P003,C0510,208,09-04-2024,W004,104000,62400
O126841,P004,C1188,291,09-04-2024,W001,436500,349200
O126842,P003,C0192,222,09-04-2024,W014,111000,66600
O126843,P006,C1667,217,09-04-2024,W003,271250,206150
O126844,P004,C0146,217,09-04-2024,W004,325500,260400
O126845,P001,C0874,274,09-04-2024,W003,137000,104120
O126846,P004,C1372,277,09-04-2024,W006,415500,332400
O126847,P004,C0161,241,09-04-2024,W006,361500,289200
O126848,P001,C0043,223,09-04-2024,W004,111500,84740
O126849,P006,C1435,205,09-04-2024,W013,256250,194750
O126850,P006,C0323,258,09-04-2024,W015,322500,245100
O126851,P002,C1761,283,09-04-2024,W015,141500,99050
O126852,P005,C1498,294,09-04-2024,W010,367500,282975
O126853,P001,C1440,233,09-04-2024,W006,116500,88540
O126854,P001,C0528,290,09-04-2024,W003,145000,110200
O126855,P005,C1520,224,09-04-2024,W006,280000,215600
O126856,P001,C0339,232,09-04-2024,W004,116000,88160
O126857,P004,C1763,290,09-04-2024,W003,435000,348000
O126858,P005,C1688,227,09-04-2024,W003,283750,218487.5
O126859,P004,C1931,236,09-04-2024,W004,354000,283200
O126860,P006,C1421,212,09-04-2024,W010,265000,201400
O126861,P004,C1514,228,09-04-2024,W010,342000,273600
O126862,P001,C0483,275,09-04-2024,W003,137500,104500
